Author,Rating,Review Title,Full Review,Likes,Dislikes,Date
Anand ...,4,Pretty good,mobile is good but after 1 year battery was no more,0,0,"Oct, 2021"
Vishwanath K S,5,Highly recommended,Very good camera and good processor,0,0,"Oct, 2021"
Ranish Sudhakaran,5,Wonderful,"Writing this review after 3yrs of usage, Battery and performance is best in the segment you can go for it without any second thought.",1,0,"Oct, 2021"
Ashvini  Singh ,1,Very poor,"Died in just 1.5 years of usage, money wasted.",0,0,"Sep, 2021"
Dhananjay Gurav,4,Delightful,After 3 years still it's worthy ✌🏻,1,0,"Sep, 2021"
Flipkart Customer,5,Highly recommended,Using for past 3 years ... It is very good 😊 phone,1,0,"Sep, 2021"
Flipkart Customer,4,Good choice,"Good phone, but camera has scope of improvement.",1,0,"Sep, 2021"
suman mondal,5,Awesome,"Don't Confused , Go with this Still Beast Mobile For Free Fire And High Graphics game Also Pubg Beast performance ❤️",1,0,"Aug, 2021"
Dharmdev Sonkar ,5,Awesome,Best value for money,0,0,"Aug, 2021"
Bharath,1,Terrible product,i got a software problem after a year ago.... the themes are automatically changing after some time.. to default theme apps are automatically closed. i visited servive center even they have no idea what's the problem with my phone. after sometime i had to change the os..,0,0,"Aug, 2021"
Flipkart Customer,4,Good choice,"Writting review after 2 years ,great phone value for money. Just one problem occurred that headphone jack not working.",0,0,"Jul, 2021"
swapnil londhe,5,Terrific,Great. Super phone.. Best performance,1,0,"Jul, 2021"
Subhash Bondu,4,Pretty good,Good product satisfied,1,0,"Jul, 2021"
Mohseen Khan,4,Value-for-money,Not for pubg playing becz some time after its so lagy,1,0,"Jul, 2021"
Sandipan Debnath,5,Perfect product!,excellent,1,0,"Jul, 2021"
Ankit,5,Great product,"Great product,love it",1,0,"Jul, 2021"
A.D. Rana,4,Value-for-money,Nice product. Camera is good.,0,0,"Jun, 2021"
Flipkart Customer,5,Awesome,Used for 2 years n running smooth,1,0,"Jun, 2021"
Narendra Bagul,5,Just wow!,Superb speed.,1,0,"Jun, 2021"
Shreyas Devarkar,5,Terrific,"Great Performance, good camera, tough screen/display, 5 star after 2.5 years.",0,0,"Jun, 2021"
RAJA SARANGAPANI,3,Good,Poco F1 build quality is good but display not good and some heating issue there,1,0,"Jun, 2021"
Salman Ali,5,Mind-blowing purchase,Good,1,0,"Jun, 2021"
Md Mohsin Taher,5,Great product,"Its been more than 2 years still working fine, no lag issue or heating issue. Smooth gameplay and strong battery life. Best phone under the price range.",1,0,"Jun, 2021"
Balakrishna  Aegurula,5,Simply awesome,absolutely worth to buy,1,0,"Jun, 2021"
Alok Kumar Jain,4,Good choice,No widewine1 support. After 2 years of usage there was a problem in the volume button. Otherwise phone is good. Value for money,1,0,"Jun, 2021"
Sayan Sarkar,5,Excellent,Good performance,0,0,"Jun, 2021"
Papul  Kumar,4,Very Good,"The Problem is with Battery only. Backup is too less to do your work which it provides. In a nutshell, if you want to enjoy the performance, battery won't support you much.",1,0,"Jun, 2021"
Suman mondal,5,Fabulous!,Very good product,1,0,"May, 2021"
vikas koundal,5,Must buy!,In 2021 performance is amazing ❤️❤️,0,0,"May, 2021"
Adil Ahmad,5,Awesome,a legend device. flawless performance after 2 years.,0,0,"May, 2021"
Vinay  Singh,5,Fabulous!,Amazing product but battery swelling problem after 2 years of purchase but all over amazing product,1,0,"May, 2021"
Arun Michael ,4,Wonderful,😍😍😍😍,1,0,"May, 2021"
shubham Deshpande,5,Must buy!,"It's been 2 years and 6 months, the best phone I have ever used, not a single complaint too good phone. I used to own an S7 edge but it broke in 8 months",1,0,"May, 2021"
Suryatheja kadali,5,Wonderful,The BEST,1,0,"May, 2021"
Flipkart Customer,5,Awesome,Nice phone.i'm writting this review after 2 years using..no hanging issues..battery back up is also good..worth for money..,1,0,"May, 2021"
Smita Devadiga,3,Good,This phone started giving problem within 2 yrs,1,0,"May, 2021"
Revanth P,5,Excellent,"No doubt excellent phone, use gcam to get the best photos even in low light",1,0,"May, 2021"
Flipkart Customer,3,Decent product,Okay phone. Mic problem started after a year.,1,0,"Apr, 2021"
Jairaj Kannan,5,Wonderful overall,Amazing companion..,1,0,"Apr, 2021"
Saif Ali khan,5,Simply awesome,Great product.,1,0,"Apr, 2021"
Prakash Jha,3,Does the job,"The battery starts to deteriorate within 9 months, suddenly starts to misbehave( randomly starts selecting options without even touching continuously unless you lock the phone), the screen started developing yellow spots & then it goes away & reappears somewhere else on the screen, continuously irritates you by notifying for the new updates even if you don't want to update.",1,0,"Apr, 2021"
Akhilesh Kumar  Verma,5,Brilliant,Value for money review after 2.5 year later,1,0,"Mar, 2021"
Flipkart Customer,3,Just okay,"Loved this product earlier but after updated to 12.0.3.0 oct 2020 patch getting hang a lot. Got irritated. Apps open automatic in middle of some function, Glitch, need to reboot most of the once stuck. ",1,0,"Mar, 2021"
hello  INDIA,5,Terrific purchase,Value for money device,1,0,"Mar, 2021"
Abhinav Thackeray,5,Excellent,Nice product .... Best value for money,1,0,"Feb, 2021"
Pranjal Dutta,5,Must buy!,The phone capture good quality photos🙃,1,0,"Feb, 2021"
Khaja shareef Shaik,5,Best in the market!,I am suffering mainly signal problem..Other wise totally good product,1,0,"Feb, 2021"
Bikram Baruah,5,Just wow!,Not so bad not so good but battery back up very poor,1,0,"Jan, 2021"
Flipkart Customer,5,Mind-blowing purchase,I used 3yers no lag but poco launcher was bad thing but sound build design display all are aswome smooth performance best mobile never ever best camera best best..............,1,0,"Jan, 2021"
Yatin Dakhole,3,Fair,Camera sensors are awesome,1,0,"Jan, 2021"
Rajesh Kabi,4,Good quality product,Value of money,1,0,"Dec, 2020"
Shubham Kulal,4,Very Good,Awesome Smartphone.. 😍💯 value of money 5 Star 🌠🌠🌠🌠🌠,1,0,"Dec, 2020"
Abi Zeen,5,Perfect product!,Best in poco mobiles,1,0,"Dec, 2020"
Ketan Pitrubhakta,5,Just wow!,Best value for money product.,1,0,"Nov, 2020"
prakash pangath,4,Wonderful,good experince. but battery is draining now,0,0,"Nov, 2020"
madhan reddy,4,Worth the money,If u are wanting a good display,1,0,"Nov, 2020"
PEERAGONDA  TELI,1,Very poor,Battery draining within 2-3 hrs after a year .,0,0,"Nov, 2020"
rakesh radhakrishnan,5,Highly recommended and Trust worthy,Great mobile..  Using from last 2 years and 2 months,0,0,"Oct, 2020"
nandan l,5,Great product,Chindi chithranna boondhi mosranna....but it's a best phone from worst brand....no innovations...all falling in rebranding the xiomi phones ( internationall)..waited sooo long to the successor poco F2 and the company failed to build....f1 is the best phone in midrange with so many compramises.. Stop rebranding,1,0,"Sep, 2020"
Sooraj Sekhar,3,Does the job,"After 6 months of usage battery start draining more quickly , and sometimes this phone have ghost touch , I don't know weather it is a hardware or software issue anyhow it seems pretty annoying when get happen , rest of the features like  camera , sound , speed , display , connectivity seems good , little bit heating issue in have noticed after my long schedule of zoom meetings though this thing have liquid cooling system . I bought this for 15k so this price is a huge advantage for me so if ...",0,0,"Aug, 2020"
AMEER SULTHAN  Basheer,4,Value-for-money,This phone is beast for camera and performance. we can get gcam option in it and it is very usefull to take night photos and daylight photos also.we can play pubg in classic mode without no lag .you ate choosing this for a competitive mobile it is not that one,0,0,"Aug, 2020"
Mukesh Saharan,5,Wonderful,Very good product,1,0,"Aug, 2020"
Gowtham B,5,Awesome,Worth for every penny,1,0,"Aug, 2020"
Raashid Iqubal,2,Expected a better product,"As soon as the warranty period expires the phone starts showing problem and the major problem is the battery charge starts draining very drastically.which i didn't expect , the performance was good but now after using it for 1 year 6 months i came to know the real problem , so for anyone new customer dont buy this phone,we middle class family cant go on buying phone after every year.",1,0,"Aug, 2020"
vikas  verma,1,Useless product,yellow spot occured on screen after using about 6 months,1,0,"Jul, 2020"
Sagar Mondal,5,Great Phone within Budget ...SGR,Don't have words how the phone was great performers at this price .Its totally worth it.,1,0,"Jul, 2020"
Ramchandrareddy pathikonda,4,Value-for-money,Great mobile I'm still using it still works as the first day,1,0,"Jul, 2020"
Samuel S,5,Super!,Good product.. it's more than 1 year. no complaints ! no hang!,1,0,"Jul, 2020"
Naga Sandeep Reddy Devireddy,1,Worst experience ever!,Yellow spots appeared on the screen,1,0,"Jul, 2020"
Upendra Kumar Tripathi,2,Bad quality,I bought this mobile last year in September. after the update in MI UI 11 very hanging problem. Android Wi-Fi hotspot not working. Clock Time 7 minutes behind to Current time and many other little issues occurred.,1,0,"Jun, 2020"
ZAHEER SHAIKH,3,Fair,Mobile is good for entertainment. But not good for its primary use i.e. calling. During cellular calling Or video calling voice is bad. Network reception hardware has been compromised.,1,0,"Jun, 2020"
Abhay Kumar,5,Just wow!,After more than 2 years of launch this phone is still worth it. No comparison in this segment or 15 to 20 k.,1,0,"Jun, 2020"
Pritam  Singh,4,Wonderful,Value for money,1,0,"Jun, 2020"
Mr Laxma Reddy Customer,4,Value-for-money,My phone stopped working for one and half year. Initial one year was good later so many issues with performance,1,0,"Jun, 2020"
AKASH KUMAR,5,Worth every penny,Using it from September 2018. No issues so far. Games are running like butter.,1,0,"Jun, 2020"
Paulson Sojan,5,Must buy!,after updated miui 10 the battery performance is weak i think miui 9 is better,1,0,"Jun, 2020"
Deepak Sharma,5,Fabulous!,Cooll camera performance ,1,0,"Jun, 2020"
Flipkart Customer,5,Brilliant,Its very reliable phone and its value for.,1,0,"Jun, 2020"
Flipkart Customer,5,Highly recommended,Awesome mobile.. Im using from 1yr.. No hang nothing.. Superb battery backup,1,0,"Jun, 2020"
Hari Mohan jha ,5,Mind-blowing purchase,One of the best phones i ever used within this range.,1,0,"May, 2020"
Vinod Krishnan,4,Nice product,"Almost been 2 years since my sister is using it, no lag or problem reported, nice flagship phone.",1,0,"May, 2020"
Raghu Sanga,5,Brilliant,Awesome...,1,0,"May, 2020"
Flipkart Customer,1,Waste of money!,Phone was heated and display was not working,1,0,"May, 2020"
Rohit Uikey,4,Wonderful,Nice flagship Phone.. value for money.,1,0,"Apr, 2020"
Flipkart Customer,5,Excellent,What a phone its a beast,1,0,"Mar, 2020"
Flipkart Customer,5,Must buy!,Best phone at the segment....,1,0,"Mar, 2020"
Chandan Das,5,Terrific,"This phone performs very well with Snapdragon 845,good camera quantity but battery is not much impressive and a flagship killer smartphone at affordable price",1,0,"Mar, 2020"
VIKAS SHARMA,5,Just wow!,Heat while video calling. Don't know why,1,0,"Mar, 2020"
Sahil  Patel ,4,Very Good,All good..but battery performance poor.,1,0,"Mar, 2020"
Rakesh N Choudhry,5,Brilliant,Amazing camera,1,0,"Feb, 2020"
Surajit Khan,5,Super!,Camera is awesome..,1,0,"Feb, 2020"
Veena V,5,Worth every penny,Good choice...,1,0,"Feb, 2020"
Flipkart Customer,4,Worth the money,Great  camera,1,0,"Feb, 2020"
Yatinbhai Chaniyara,5,Super!,Excellent mobile in price economy with excellent performance....Good value of money...Thank you Flipkart...,1,0,"Feb, 2020"
Flipkart Customer,4,Worth the money,Pros:,1,0,"Jan, 2020"
SANJAY KUMAR SAHOO,5,Best in the market!,What a monster.. Superb performance and gaming,1,0,"Jan, 2020"
Venkatesh C,5,Excellent,This phone performing well ,1,0,"Jan, 2020"
Flipkart Customer,5,Classy product,Nice,1,0,"Jan, 2020"
